,order_id,start_state_abr,end_state_abr,start_city,end_city,start_zip,end_zip,total_volume_inches3,total_distance_miles,total_weight_lbs,total_predicted_hours
0,10000,ca,ca,highland,highland,92346,92346,1.0,1.4478232,1.0,0.09638889
1,10001,ca,ca,sandiego,sandiego,92131,92120,192.0,6.5238996,55.0,0.4761111
2,10002,ok,ok,oklahomacity,oklahomacity,73102,73110,2420.0,7.2203712,16.0,0.30416667
3,10003,ny,ny,newyorkcity,newyorkcity,11430,11434,774.75745,1.7293664,6.612,0.14416666
4,10004,fl,fl,delraybeach,miami,33484,33138,176.0,42.2615,55.0,0.9338889
5,10005,ca,ca,sacramento,sacramento,95815,95823,192.0,8.521154,15.0,0.34888887
6,10006,tx,tx,littleelm,frisco,75068,75034,5070.0,2.257579,79.0,0.1475
7,10007,or,wa,portland,seattle,97227,98104,4608.0,143.14594,22.0,2.9702778
8,10008,il,il,foxrivergrove,chicago,60021,60018,7776.0,21.709333,38.0,0.69305557
9,10009,pa,md,sharonhill,columbia,19079,21046,1.0,95.20208,1.0,2.0158334
10,10010,ca,ca,sanfrancisco,sanjose,94158,95119,1728.0,48.73891,15.0,1.05
11,10011,wa,wa,seattle,everett,98158,98204,15870.0,32.959225,35.0,0.8105556
12,10012,ca,ca,sacramento,woodland,95815,95776,1728.0,16.85014,10.0,0.44805557
13,10013,fl,fl,wildwood,ocala,34785,34471,1.0,24.264874,1.0,0.7702778
14,10014,ny,nj,newyorkcity,livingston,10017,7039,3267.0,17.210764,23.0,0.75416666
15,10015,ca,ca,sandiego,sandiego,92131,92105,4368.0,10.37309,46.0,0.3225
16,10016,ny,ct,tuckahoe,stamford,10707,6905,1.0,16.2415,1.0,0.5083333
17,10017,wa,wa,seattle,yakima,98158,98903,19440.0,102.64202,176.32,2.763611
18,10018,ca,ca,citrusheights,southsanfrancisco,95610,94080,792.0,93.747444,5.0,2.4055555
19,10019,az,az,tolleson,chandler,85353,85224,750.0,23.752867,8.0,0.6047222
20,10020,ca,ca,sandiego,sandiego,92131,92120,192.0,7.095977,10.0,0.4163889
21,10021,ca,ca,carlsbad,torrance,92011,90501,11136.0,78.283066,55.0,1.4444444
22,10022,ca,ca,folsom,ranchocordova,95630,95670,18432.0,8.471538,120.0,0.29333332
23,10023,ca,ca,sandiego,alisoviejo,92123,92656,792.0,63.324806,3.0,1.2319444
24,10024,ny,pa,newyorkcity,philadelphia,10019,19104,3168.0,84.79064,30.0,1.8961111
25,10025,il,il,foxrivergrove,desplaines,60021,60018,7776.0,21.375216,38.0,0.67583334
26,10026,ca,ca,ranchocucamonga,newhall,91730,91321,1.0,57.872013,1.0,1.1805556
27,10027,tx,tx,fortworth,dallas,76104,76051,1.0,21.251812,1.0,0.51
28,10028,wa,wa,redmond,redmond,98052,98052,384.0,1.8291669,1.0,0.16972223
29,10029,ca,ca,sacramento,granitebay,95815,95746,192.0,17.525826,2.0,0.46944445
30,10030,ca,ca,elsegundo,losangeles,90245,90025,192.0,10.327641,10.0,0.41833332
31,10031,ca,ca,sandiego,sandiego,92123,92103,23328.0,4.7942157,85.0,0.26416665
32,10032,ca,ca,lamirada,westcovina,90638,91791,1.0,13.018888,1.0,0.54333335
33,10033,ca,ca,sacramento,sacramento,95822,95815,192.0,5.400707,2.0,0.26055557
34,10034,nc,nc,chapelhill,greenville,27514,27834,288.0,94.54338,2.0,1.7366667
35,10035,fl,fl,miami,miami,33138,33176,960.0,14.247141,10.0,0.57055557
36,10036,ma,ma,everett,canton,2149,02021,1575.936,15.020817,35.9,0.87972224
37,10037,tn,tn,memphis,memphis,38118,38116,2.0,5.330575,2.3,0.25111112
38,10038,tx,tx,dallas,dallas,75208,75230,144.0,10.945669,2.0,0.35944444
39,10039,ks,ks,wichita,wichita,67215,67209,1296.0,1.1521624,5.0,0.27222222
40,10040,ca,ca,castrovalley,sanfrancisco,94552,94107,0.0,20.023973,0.0,0.7530556
41,10041,ny,ny,tuckahoe,newyorkcity,10707,11354,1000.0,13.545792,5.0,0.46444446
42,10042,fl,fl,tampa,tampa,33619,33606,1920.0,6.885142,16.0,0.24027778
43,10043,ca,ca,sanfrancisco,sanfrancisco,94158,94114,88.0,2.0679836,1.0,0.21833333
44,10044,fl,fl,gainesville,gainesville,32609,32653,4127.396,5.260112,50.0,0.20722222
45,10045,wa,wa,seattle,seattle,98148,98158,1384.0,2.3356655,6.0,0.12638889
46,10046,ca,ca,longbeach,mojave,90807,93501,594.0,85.184456,1.5,2.120278
47,10047,ca,ca,santaana,losangeles,92705,90033,1000.0,30.786825,7.0,1.0483333
48,10048,ca,ca,sacramento,roseville,95815,95747,8160.0,14.241966,15.0,0.51361114
49,10049,ca,ca,oceanside,sanclemente,92058,92672,576.0,21.971706,30.0,0.51166666
50,10050,ca,ca,ranchocucamonga,arcadia,91730,91006,8.0,25.922253,2.0,0.6825
51,10051,ny,ny,newyorkcity,newyorkcity,10021,10016,189.75,2.3023825,1.0,0.21222222
52,10052,ca,ca,sandiego,lajolla,92123,92037,5832.0,8.510166,1.0,0.34694445
53,10053,ca,ca,folsom,sacramento,95630,95819,1.0,16.214872,1.0,0.5119445
54,10054,il,il,gurnee,desplaines,60031,60018,864.0,26.179045,5.0,0.6077778
55,10055,tx,la,houston,alexandria,77032,71303,4500.0,190.87784,40.0,3.7127779
56,10056,ny,ny,newyorkcity,newyorkcity,10021,10032,40.5,5.2231345,2.0,0.35194445
57,10057,tx,tx,dallas,dallas,75246,75231,8.0,7.107443,2.0,0.29
58,10058,ca,ca,sacramento,elkgrove,95815,95624,192.0,14.584119,30.0,0.48916668
59,10059,ca,ca,sacramento,sacramento,95815,95824,1728.0,5.327577,3.0,0.25138888
60,10060,ca,ca,sacramento,sacramento,95815,95823,1728.0,9.611995,50.0,0.35277778
61,10061,ca,ca,sanramon,sanfrancisco,94583,94131,8064.0,26.762796,15.0,0.7972222
62,10062,ca,ca,cerritos,beverlyhills,90703,90210,1800.0,24.0012,5.0,1.0516666
63,10063,ca,ca,sanleandro,berkeley,94577,94703,1980.0,12.344929,16.0,0.46611112
64,10064,wa,wa,bellevue,bellevue,98007,98004,1.0,2.8444338,1.0,0.19944444
65,10065,ca,ca,highland,highland,92346,92346,1.0,1.447823,1.0,0.08527778
66,10066,ca,ca,sacramento,woodland,95817,95695,512.0,19.672337,1.0,0.61444443
67,10067,ga,ga,forestpark,collegepark,30297,30337,441.0,4.4590554,1.0,0.26777777
68,10068,il,il,bensenville,chicago,60106,60018,576.0,2.5211155,3.307,0.2175
69,10069,ga,sc,ellenwood,charlestonairforcebase,30294,29404,1728.0,251.88486,2.0,4.82
70,10070,fl,fl,jacksonville,jacksonville,32205,32207,1.0,6.1771107,1.0,0.21111111
71,10071,ca,ca,bakersfield,santaclarita,93301,91350,24192.0,71.93185,290.0,1.7572222
72,10072,nc,nc,durham,winston-salem,27707,27103,9000.0,73.70373,40.0,1.3788888
73,10073,ca,ca,lajolla,lajolla,92037,92037,5832.0,0.50240296,1.0,0.0775
74,10074,ca,ca,sanjose,sanjose,95131,95116,192.0,3.7896326,3.0,0.2663889
75,10075,ca,ca,ranchocucamonga,santafesprings,91730,90670,1.0,29.71452,1.0,0.85388887
76,10076,tn,tn,memphis,memphis,38118,38116,1.0,5.528487,1.0,0.27027777
77,10077,wa,or,ridgefield,portland,98642,97230,1.0,19.694122,1.0,0.53333336
78,10078,ca,ca,santaana,huntingtonbeach,92705,92647,1200.0,8.810228,25.0,0.40388888
79,10079,ny,ny,newyorkcity,newyorkcity,10016,10032,189.75,6.9822726,1.0,0.33888888
80,10080,tx,tx,dallas,wylie,75214,75098,9600.0,14.075935,80.0,0.53694445
81,10081,ca,ca,sandiego,elcajon,92131,92020,384.0,11.976976,16.0,0.48
82,10082,ny,ny,tuckahoe,centereach,10707,11720,216.0,39.456844,2.0,1.1966667
83,10083,ca,ca,temecula,sandiego,92590,92126,1.0,42.786243,1.0,0.91333336
84,10084,ca,ca,sandiego,elcajon,92131,92021,192.0,15.849384,25.0,0.56027776
85,10085,pa,ny,norristown,valhalla,19403,10595,5967.0,106.829,40.0,2.61
86,10086,ca,ca,sanleandro,sanfrancisco,94577,94134,176.0,12.732824,5.0,0.72305554
87,10087,ma,ma,waltham,boston,2451,02128,1728.0,12.347263,5.0,0.41944444
88,10088,tx,tx,fortworth,dallas,76104,75235,5625.0,29.645737,45.0,0.70916665
89,10089,ca,ca,irvine,missionviejo,92606,92692,192.0,13.253611,2.0,0.5083333
90,10090,ca,ca,sacramento,sacramento,95815,95820,1728.0,4.785685,2.0,0.2475
91,10091,ny,ny,tuckahoe,newyorkcity,10707,11354,1000.0,13.545792,5.0,0.41194445
92,10092,ga,nc,duluth,asheville,30096,28805,1440.0,144.97176,5.0,3.1652777
93,10093,fl,fl,jacksonville,jacksonville,32216,32207,1.0,4.2210536,1.0,0.19722222
94,10094,fl,fl,miami,palmbeachgardens,33122,33418,1000.0,71.345535,3.0,1.5141667
95,10095,ca,ca,oceanside,escondido,92056,92025,8160.0,12.999676,10.0,0.38444445
96,10096,fl,fl,miami,miami,33138,33176,64.0,14.266304,20.0,0.44833332
97,10097,ca,ca,westsacramento,santacruz,95691,95065,2160.0,111.21928,10.0,2.5908334
98,10098,tx,tx,austin,manor,78704,78653,990.0,15.89013,5.0,0.38222224
99,10099,nj,nj,howelltownship,voorheestownship,7727,8043,11900.0,49.299904,40.0,1.2655555
100,10100,tn,tn,mt.juliet,franklin,37122,37067,11200.0,26.595083,60.0,0.64361113
101,10101,tx,tx,rockwall,dallas,75087,75230,125.0,15.366895,2.0,0.61
102,10102,tx,tx,dallas,dallas,75208,75209,2400.0,5.9237447,20.0,0.25611112
103,10103,ca,ca,losangeles,losangeles,90012,90045,768.0,11.820308,5.0,0.5127778
104,10104,il,il,desplaines,foxrivergrove,60018,60021,7776.0,22.12355,38.0,0.6288889
105,10105,ca,ca,berkeley,sanfrancisco,94702,94114,1200.0,11.248701,32.0,0.5388889
106,10106,ny,ny,westislip,newyorkcity,11795,10029,320.0,35.161945,2.0,1.1547222
107,10107,tx,ok,burkburnett,lawton,76354,73505,3080.0,38.02848,15.0,0.80777776
108,10108,fl,fl,miami,miami,33138,33175,1024.0,14.439423,20.0,0.45833334
109,10109,ga,ga,norcross,collegepark,30071,30337,300.0,22.287354,1.0,0.50083333
110,10110,nj,ny,carlstadt,harrison,7072,10604,512.0,24.7354,2.0,0.92055553
111,10111,nj,ny,westorange,bethpage,7052,11714,1.0,39.718956,5.0,1.3313888
112,10112,ca,ca,sanramon,oakland,94583,94621,1000.0,14.295655,15.0,0.48777777
113,10113,ny,ny,mineola,newyorkcity,11501,10016,189.75,17.328638,1.0,0.77
114,10114,ca,ca,sandiego,sanmarcos,92130,92078,480.0,10.039705,9.0,0.48055556
115,10115,tx,ok,dallas,oklahomacity,75235,73132,3024.0,193.88516,20.0,3.2622223
116,10116,fl,fl,miami,sarasota,33178,34243,5832.0,170.40854,21.0,3.596111
117,10117,ny,ny,tuckahoe,freeport,10707,11520,1.0,24.618793,1.0,0.82305557
118,10118,tx,tx,houston,tomball,77029,77375,125.0,30.810581,3.0,0.8169444
119,10119,nj,nj,irvington,shrewsbury,7111,07702,3168.0,28.02738,30.0,0.7697222
120,10120,fl,fl,fortmyers,sarasota,33967,34232,22848.0,69.62899,60.0,1.3194444
121,10121,ca,ca,sacramento,sacramento,95825,95815,192.0,2.5164146,28.0,0.14333333
122,10122,ca,ca,sanramon,paloalto,94583,94304,2592.0,26.17683,15.0,0.97083336
123,10123,ca,ca,cerritos,westhollywood,90703,90069,2240.0,23.118135,17.0,1.033611
124,10124,tx,tx,dallas,mesquite,75231,75149,0.375,12.455304,1.0,0.37194446
125,10125,ca,ca,vallejo,sacramento,94589,95834,1.0,54.07085,1.0,1.0525
126,10126,ca,ca,sanleandro,pleasanton,94577,94588,5184.0,15.952912,10.0,0.3752778
127,10127,ca,ca,sandiego,lajolla,92130,92037,3375.0,9.015972,18.0,0.49027777
128,10128,fl,fl,jacksonville,jacksonville,32256,32207,1.0,9.676493,1.0,0.31861112
129,10129,fl,fl,lakeland,tampa,33805,33606,1.0,31.917686,1.0,0.68833333
130,10130,nc,nc,winston-salem,charlotte,27103,28208,4959.0,70.95058,30.0,1.4205556
131,10131,ca,ca,costamesa,lagunaniguel,92627,92677,594.0,15.081577,10.0,0.46222222
132,10132,pa,oh,norristown,akron,19403,44313,18816.0,331.6878,150.0,6.785278
133,10133,ca,ca,lagunabeach,yucaipa,92651,92399,3200.0,55.161663,30.0,1.3141667
134,10134,ca,ca,sanramon,sanfrancisco,94583,94118,125.0,26.242954,2.0,0.87472224
135,10135,ca,ca,longbeach,mojave,90807,93501,1440.0,85.11813,5.0,1.9677777
136,10136,ca,ca,westcovina,pomona,91791,91768,14000.0,6.515638,45.0,0.27944446
137,10137,ca,ca,sanleandro,oakland,94577,94601,1728.0,6.1423297,2.0,0.29055557
138,10138,il,il,itasca,desplaines,60143,60018,1.0,6.9519277,1.0,0.5613889
139,10139,nv,co,lasvegas,denver,89119,80249,3600.0,625.8812,35.0,11.709167
140,10140,il,il,chicago,itasca,60657,60143,187.5,19.446459,2.0,0.6755555
141,10141,ny,nj,newyorkcity,livingston,10019,07039,1728.0,19.534492,10.0,0.75416666
142,10142,tx,tx,manor,austin,78653,78705,990.0,11.678979,5.0,0.32555556
143,10143,tx,tx,roanoke,dallas,76262,76051,3890.0088,13.561773,18.298,0.3525
144,10144,ca,ca,sacramento,folsom,95818,95630,40.0,20.778358,5.0,0.52416664
145,10145,ca,ca,ranchocucamonga,ontario,91730,91764,192.0,3.3123531,10.0,0.16277778
146,10146,ga,ga,norcross,atlanta,30071,30337,1.0,22.001867,3.0,0.63861114
147,10147,ca,ca,sacramento,orangevale,95815,95662,192.0,13.372495,2.0,0.40111113
148,10148,ca,ca,murrieta,romoland,92563,92585,0.0,10.462404,0.0,0.42166665
149,10149,ca,ca,folsom,ranchocordova,95630,95670,4800.0,8.471538,40.0,0.2911111
150,10150,ny,ny,tuckahoe,mountkisco,10707,10549,1.0,17.286121,1.0,0.52305555
151,10151,ca,ca,sanramon,paloalto,94582,94304,8064.0,26.648455,25.0,1.0230556
152,10152,tx,tx,sanantonio,sanantonio,78212,78229,72.0,6.9468813,0.25,0.3311111
153,10153,tx,tx,fortworth,dallas,76104,75231,1210.0,34.298965,1.0,0.7152778
154,10154,ny,ny,tuckahoe,newyorkcity,10707,11235,1.0,27.162945,1.0,1.105
155,10155,ca,ca,carmichael,sacramento,95608,95815,192.0,8.756979,8.0,0.3513889
156,10156,ks,ks,wichita,wichita,67215,67209,1215.0,1.1521624,10.0,0.31694445
157,10157,ny,ny,newyorkcity,newyorkcity,11206,11203,1474.875,3.100227,15.0,0.25
158,10158,nc,sc,greensboro,johnsisland,27410,29455,1215.0,234.57236,5.0,4.8591666
159,10159,fl,fl,davie,westpalmbeach,33314,33406,37632.0,42.17835,360.0,0.87
160,10160,ny,ny,newyorkcity,newyorkcity,10457,10032,189.75,2.8690567,1.0,0.3211111
161,10161,ca,ca,sacramento,sacramento,95817,95820,1.0,1.3058373,1.0,0.10555556
162,10162,md,ny,towson,newyorkcity,21286,10022,3168.0,167.67432,30.0,3.2105556
163,10163,tx,tx,grapevine,grapevine,76051,76051,1.0,4.109794,1.0,0.16
164,10164,ny,ny,newyorkcity,newyorkcity,11430,10001,189.75,12.937972,1.0,0.74472225
165,10165,il,il,foxrivergrove,chicago,60021,60018,7776.0,21.709333,38.0,0.70861113
166,10166,md,md,chevychase,baltimore,20815,21239,1000.0,36.086094,5.0,0.95
167,10167,ca,ca,sacramento,sacramento,95815,95831,192.0,8.6754265,2.0,0.3361111
168,10168,tx,tx,fortworth,dallas,76104,75235,1.0,29.31346,1.0,0.7175
169,10169,tx,tx,bedford,denton,76021,76207,19200.0,26.207247,80.0,0.7136111
170,10170,ga,ga,peachtreecorners,atlanta,30092,30337,13824.0,25.791483,18.0,0.6994445
171,10171,tx,ok,burkburnett,duncan,76354,73533,2200.0,46.789375,11.0,1.1791667
172,10172,ca,ca,oakland,livermore,94621,94551,3456.0,27.82691,23.0,0.63166666
173,10173,ca,ca,murrieta,losangeles,92563,90045,432.0,74.38512,3.0,1.6169444
174,10174,ok,tx,oklahomacity,dallas,73132,75230,7644.0,188.1023,120.0,3.2841666
175,10175,ca,ca,lamirada,santaana,90638,92706,1000.0,12.739988,10.0,0.47194445
176,10176,ca,ca,sanleandro,oakland,94577,94618,3360.0,10.193476,10.0,0.29972222
177,10177,tx,tx,roanoke,littleelm,76262,75068,23232.0,22.396748,100.0,0.80222225
178,10178,ca,ca,ranchocucamonga,vannuys,91730,91405,1.0,49.67177,1.0,1.1405555
179,10179,ca,ca,cerritos,losangeles,90703,90038,324.0,21.16542,2.0,0.94972223
180,10180,fl,fl,tampa,tampa,33606,33619,3.0,6.858152,1.0,0.21416667
181,10181,tx,tx,fortworth,garland,76106,75150,10000.0,43.551125,60.0,0.95611113
182,10182,ga,ga,norcross,atlanta,30071,30337,8160.0,25.786661,55.0,0.9175
183,10183,ca,ca,escondido,sandiego,92029,92111,1.0,19.485306,1.0,0.5375
184,10184,ca,ca,sacramento,fairoaks,95815,95628,192.0,11.345439,5.0,0.41194445
185,10185,tn,tn,memphis,memphis,38115,38116,10800.0,6.1096144,28.0,0.29444444
186,10186,ca,ca,poway,escondido,92064,92029,1.0,8.712858,1.0,0.32722223
187,10187,ca,ca,costamesa,foothillranch,92627,92610,594.0,14.243998,10.0,0.40694445
188,10188,ca,ca,santaana,burbank,92705,91505,4064.0,42.92357,37.0,1.3127778
189,10189,ny,ny,newyorkcity,newyorkcity,11430,11430,495.0246,0.6933088,2.204,0.10638889
190,10190,ca,ca,poway,escondido,92064,92029,1200.0,9.480561,1.0,0.37138888
191,10191,va,va,centreville,arlingtoncounty,20121,22204,6987.5,18.924326,20.0,0.4975
192,10192,ca,ca,vista,sandiego,92081,92126,1.0,21.77252,1.0,0.54055554
193,10193,ca,ca,sanfrancisco,sanfrancisco,94115,94118,1.0,1.0020045,1.0,0.07027778
194,10194,ca,ca,santafesprings,sealbeach,90670,90740,192.0,12.018522,10.0,0.4
195,10195,il,il,libertyville,chicago,60060,60637,5832.0,41.417645,65.0,1.5005555
196,10196,ny,ma,newyorkcity,boston,10461,02115,125.0,174.6699,5.0,3.7322223
197,10197,ca,ca,sandiego,elcajon,92131,92021,192.0,15.849384,3.0,0.5302778
198,10198,ca,ca,carlsbad,sandiego,92011,92101,16224.0,27.086407,96.0,0.68527776
199,10199,ca,ca,sanjose,brentwood,95110,94513,896.0,41.304466,11.0,1.1769445
200,10200,nj,ny,newark,newyorkcity,7201,10017,1728.0,12.107697,1.0,0.5505555
201,10201,ny,ny,newyorkcity,stonybrook,10017,11790,108.0,46.06913,1.0,1.2111111
202,10202,il,il,mundelein,waukegan,60060,60085,6912.0,10.714738,45.0,0.4625
203,10203,ny,ny,newyorkcity,newyorkcity,10451,11203,189.75,11.179463,1.0,0.60555553
204,10204,tx,tx,spring,houston,77380,77032,1920.0,14.692728,3.0,0.4611111
205,10205,ca,ca,sacramento,sacramento,95814,95833,672.0,2.6055624,1.0,0.12694444
206,10206,nj,nj,newark,livingston,7114,7039,1728.0,11.9052925,10.0,0.47583333
207,10207,wa,wa,fife,tacoma,98424,98405,1536.0,4.57043,6.0,0.22333333
208,10208,ca,ca,lancaster,lancaster,93534,93534,2.0,0.121555276,2.0,0.025833333
209,10209,ca,ca,sandiego,elcajon,92131,92021,192.0,10.420415,2.0,0.395
210,10210,fl,fl,orlando,sanford,32827,32773,1530.0,23.443424,5.5,0.63027775
211,10211,il,il,lincolnshire,desplaines,60069,60018,11664.0,12.344482,109.0,0.4652778
212,10212,ca,ca,sacramento,orangevale,95815,95662,1728.0,13.622532,6.0,0.45916668
213,10213,ca,ca,sacramento,roseville,95815,95747,384.0,13.124336,66.0,0.57222223
214,10214,tx,tx,irving,carrollton,75061,75006,2.0,9.8559065,2.0,0.20805556
215,10215,tx,tx,duncanville,irving,75137,75063,540.0,20.699707,3.0,0.52
216,10216,ca,ca,sacramento,lincoln,95815,95648,192.0,21.669802,8.0,0.6061111
217,10217,wa,wa,kirkland,seattle,98034,98134,1.0,11.116771,1.0,0.36305556
218,10218,ca,ca,livermore,sanfrancisco,94551,94128,1728.0,37.156834,5.0,0.9052778
219,10219,ca,ca,losangeles,fullerton,90045,92835,3696.0,26.589058,40.0,0.7252778
220,10220,ca,ca,sandiego,upland,92123,91786,704.0,93.72976,6.0,1.7475
221,10221,ca,ca,ranchocucamonga,seaside,91730,93955,1.0,297.28992,1.0,6.278611
222,10222,ca,ca,sanleandro,sanleandro,94577,94578,192.0,3.4529402,4.0,0.17
223,10223,ca,ca,costamesa,lagunaniguel,92627,92677,960.0,14.483723,25.0,0.48777777
224,10224,ca,ca,carlsbad,sandiego,92011,92101,6912.0,27.083706,29.0,0.78194445
225,10225,co,co,englewood,denver,80112,80249,1000.0,22.018171,10.0,0.9508333
226,10226,nj,pa,elizabeth,honesdale,7201,18431,390.0,83.62892,2.0,2.2177777
227,10227,ca,ca,sandiego,chulavista,92111,91911,3960.0,16.610317,35.0,0.4561111
228,10228,tx,tx,dallas,temple,75235,76508,1.0,125.67713,11.46,2.3225
229,10229,ca,ca,milpitas,sanjose,95035,95116,240.0,6.443662,1.0,0.17555556
230,10230,fl,fl,fortlauderdale,miami,33308,33138,384.0,24.133093,8.0,0.8038889
231,10231,ca,ca,riverside,morenovalley,92507,92553,192.0,6.882669,50.0,0.3013889
232,10232,ny,ny,newyorkcity,newyorkcity,11371,10021,5832.0,4.2675967,25.0,0.24166666
233,10233,fl,fl,tampa,tampa,33613,33619,60.0,10.653744,1.0,0.36944443
234,10234,ca,nv,losangeles,lasvegas,90045,89119,192.0,236.11034,1.0,5.737222
235,10235,ca,ca,sacramento,northhighlands,95815,95660,192.0,6.2183175,10.0,0.2338889
236,10236,ca,ca,sandiego,chulavista,92123,91910,5832.0,12.96477,10.0,0.35722223
237,10237,ca,ca,represa,sacramento,95630,95834,1.0,17.37946,1.0,0.6075
238,10238,ca,ca,californiacity,tehachapi,93505,93561,1.0,33.42773,1.0,0.7475
239,10239,ca,ca,lajolla,pomona,92037,91768,2.0,88.004585,2.0,1.9375
240,10240,ca,ca,redlands,sandiego,92374,92109,4080.0,87.341354,18.0,1.8658333
241,10241,tx,tx,houston,houston,77032,77030,30.0,20.223103,0.5,0.5311111
242,10242,ca,ca,ranchocucamonga,corona,91730,92882,192.0,14.744947,20.0,0.51916665
243,10243,nc,nc,cary,morrisville,27513,27560,7360.0,3.9360056,30.0,0.22277778
244,10244,wv,va,martinsburg,sterling,25404,20165,1728.0,43.136696,2.0,1.2569444
245,10245,ri,ri,providence,warwick,2903,2886,864.0,5.6474786,5.0,0.21583334
246,10246,ny,ny,tuckahoe,newyorkcity,10707,10469,1000.0,7.006061,5.0,0.24416667
247,10247,ca,ca,sanbernardino,victorville,92408,92392,144.0,28.757294,3.0,0.7980555
248,10248,az,az,gilbert,phoenix,85297,85034,520.0,18.09657,5.0,0.5611111
249,10249,tn,tn,memphis,memphis,38115,38116,1000.0,6.1096144,24.0,0.29305556
250,10250,az,az,scottsdale,phoenix,85258,85034,800.0,10.983087,1.0,0.3561111
251,10251,fl,fl,tampa,bocaraton,33611,33428,12096.0,176.3401,25.0,3.8858333
252,10252,az,az,scottsdale,phoenix,85258,85034,800.0,10.983087,1.0,0.35777777
253,10253,ca,ca,carlsbad,sandiego,92011,92101,6912.0,27.021889,48.0,0.59944445
254,10254,ca,ca,hayward,mountainview,94541,94040,432.0,21.80855,3.0,0.7216667
255,10255,ca,ca,sacramento,folsom,95828,95630,3456.0,14.3974285,50.0,0.42722222
256,10256,tn,tn,memphis,memphis,38115,38116,1000.0,6.266867,10.0,0.2777778
257,10257,pa,de,norristown,lewes,19403,19958,6480.0,94.30526,60.0,2.5277777
258,10258,ca,ca,oakland,oakland,94611,94601,1.0,3.787663,1.0,0.27666667
259,10259,ca,ca,richmond,concord,94801,94520,36.0,18.959587,8.0,0.5713889
260,10260,fl,fl,ocala,ocala,34471,34471,1.0,1.5403537,1.0,0.096666664
261,10261,az,az,phoenix,mesa,85042,85212,1539.0,18.756819,1.0,0.515
262,10262,fl,fl,westpalmbeach,miami,33407,33138,512.0,63.804775,10.0,1.2572222
263,10263,ca,ca,sacramento,carmichael,95815,95608,192.0,6.045209,15.0,0.27305555
264,10264,il,il,desplaines,foxrivergrove,60018,60021,11616.0,21.687704,70.0,0.7077778
265,10265,ga,ga,duluth,decatur,30096,30033,5760.0,16.396177,20.0,0.5302778
266,10266,ca,ca,losangeles,longbeach,90045,90807,1215.0,15.461042,10.0,0.4536111
267,10267,pa,ny,norristown,newyorkcity,19403,10016,9408.0,86.30092,40.0,2.1475
268,10268,tx,tx,denton,crossroads,76207,76227,11250.0,9.259105,40.0,0.34944445
269,10269,ca,ca,bakersfield,pasorobles,93301,93446,1.0,94.280075,8.0,1.9508333
270,10270,fl,fl,sanford,clearwater,32773,33762,1944.0,106.40958,8.0,2.0358334
271,10271,fl,fl,miami,southmiami,33196,33143,24.0,10.200974,10.0,0.37638888
272,10272,ga,ga,duluth,decatur,30096,30033,4320.0,16.394993,10.0,0.5172222
273,10273,ca,ca,carlsbad,vista,92009,92084,384.0,12.03263,1.0,0.7
274,10274,ga,ga,norcross,atlanta,30071,30322,3375.0,13.46356,15.0,0.56583333
275,10275,ca,ca,lincoln,sacramento,95648,95815,1728.0,21.119987,10.0,0.61277777
276,10276,or,or,portland,portland,97239,97230,2.0,10.0683975,2.0,0.6422222
277,10277,ca,ca,barstow,highland,92311,92346,1.0,53.95787,1.0,1.24
278,10278,fl,fl,tampa,st.petersburg,33619,33701,3808.0,21.473522,23.0,0.61333334
279,10279,va,ny,leesburg,johnsoncity,20175,13790,5525.0,226.20593,25.0,5.005
280,10280,ca,ca,sacramento,ranchocordova,95815,95742,192.0,12.545728,16.0,0.49861112
281,10281,ca,ca,losangeles,losangeles,90045,90033,1000.0,11.7898445,10.0,0.40083334
282,10282,fl,fl,orlando,orlando,32827,32827,1728.0,1.2343524,7.0,0.107777774
283,10283,ca,ca,ranchocucamonga,chino,91730,91710,3375.0,8.77901,5.0,0.49194443
284,10284,ca,ca,sacramento,lincoln,95815,95648,3456.0,21.68458,60.0,0.5566667
285,10285,ny,ny,lewiston,buffalo,14092,14228,1.0,17.17865,1.0,0.48555556
286,10286,fl,fl,tampa,st.petersburg,33619,33701,1920.0,21.473522,15.0,0.61
287,10287,ca,ca,lamirada,westcovina,90638,91791,1728.0,13.018902,5.0,0.5783333
288,10288,fl,fl,jacksonville,jacksonville,32256,32207,1.0,9.676493,1.0,0.2925
289,10289,ca,ca,suncity,highland,92586,92346,1.0,28.563728,1.0,1.0252777
290,10290,ca,ca,fairoaks,sacramento,95628,95815,192.0,9.524037,55.0,0.4261111
291,10291,ca,ca,losangeles,sandiego,90012,92123,1000.0,108.018105,5.0,2.338889
292,10292,ca,ca,manhattanbeach,longbeach,90266,90803,2304.0,18.615183,25.0,0.69555557
293,10293,ca,ca,suncity,highland,92586,92346,1.0,30.30506,1.0,0.8611111
294,10294,ca,ca,riverside,sanbernardino,92507,92407,192.0,12.215612,10.0,0.37861112
295,10295,nj,nj,newark,livingston,7114,7039,864.0,11.9052925,5.0,0.45972222
296,10296,wa,wa,seatac,seattle,98158,98104,3150.0,10.223575,20.0,0.26583335
297,10297,fl,fl,jacksonville,jacksonville,32224,32207,1.0,8.529336,1.0,0.2938889
298,10298,ca,ca,santaana,westcovina,92706,91791,1000.0,22.495335,10.0,0.7241667
299,10299,ca,ca,sandiego,lomalinda,92109,92354,1920.0,85.71277,30.0,2.7494445
